"token_lower"	"frequency"	"doc_frequency"	"book_frequency"	"example_original"	"rank"
"emerged"	3	3	1	"emerged"	9443
"emerson"	3	2	1	"emerson"	9444
"emotionally"	3	3	2	"emotionally"	9445
"employ"	3	3	2	"employ"	9446
"employees"	3	3	2	"employees"	9447
"employer's"	3	3	2	"employer's"	9448
"encircled"	3	3	2	"encircled"	9449
"enclosed"	3	2	2	"enclosed"	9450
"encouraging"	3	3	3	"encouraging"	9451
"endearing"	3	3	3	"endearing"	9452
"engraved"	3	2	2	"engraved"	9453
"engulfing"	3	3	3	"engulfing"	9454
"enjoyable"	3	3	3	"enjoyable"	9455
"enlist"	3	2	1	"enlist"	9456
"enquiries"	3	2	2	"enquiries"	9457
"enraged"	3	3	2	"enraged"	9458
"ensured"	3	2	1	"ensured"	9459
"enterprise"	3	3	2	"enterprise"	9460
"entertained"	3	2	2	"entertained"	9461
"entities"	3	3	1	"entities"	9462
"entity"	3	2	2	"entity"	9463
"entranced"	3	3	2	"entranced"	9464
"ephraim"	3	3	1	"ephraim"	9465
"erased"	3	3	3	"erased"	9466
"eros"	3	1	1	"eros"	9467
"escaping"	3	3	3	"escaping"	9468
"espresso"	3	2	1	"espresso"	9469
"establishments"	3	2	2	"establishments"	9470
"estates"	3	3	3	"estates"	9471
"evening's"	3	3	2	"evening's"	9472
"eventual"	3	3	3	"eventual"	9473
"evident"	3	2	2	"evident"	9474
"examines"	3	2	1	"examines"	9475
"excavated"	3	3	2	"excavated"	9476
"excessively"	3	1	1	"excessively"	9477
"excitable"	3	3	2	"excitable"	9478
"excitedly"	3	3	3	"excitedly"	9479
"exclaim"	3	3	2	"exclaim"	9480
"exclusive"	3	3	2	"exclusive"	9481
"executed"	3	3	1	"executed"	9482
"exhibit"	3	3	1	"exhibit"	9483
"exhilarating"	3	3	3	"exhilarating"	9484
"expansive"	3	3	2	"expansive"	9485
"expenses"	3	3	2	"expenses"	9486
"experiences"	3	2	1	"experiences"	9487
"experiencing"	3	3	2	"experiencing"	9488
"experiments"	3	3	3	"experiments"	9489
"explicit"	3	3	2	"explicit"	9490
"exploited"	3	1	1	"exploited"	9491
"explosion"	3	3	2	"explosion"	9492
"exposing"	3	3	3	"exposing"	9493
"expressionless"	3	3	3	"expressionless"	9494
"extension"	3	3	2	"extension"	9495
"extinct"	3	2	2	"extinct"	9496
"extraordinary"	3	2	2	"extraordinary"	9497
"eyes.i"	3	3	1	"eyes.i"	9498
"eyesight"	3	2	2	"eyesight"	9499
"fabulous"	3	3	2	"fabulous"	9500
"face.he"	3	3	2	"face.he"	9501
"face.it"	3	3	3	"face.it"	9502
"facilities"	3	3	3	"facilities"	9503
"facility"	3	3	3	"facility"	9504
"facts"	3	3	3	"facts"	9505
"fails"	3	3	3	"fails"	9506
"faking"	3	3	2	"faking"	9507
"fame"	3	3	3	"fame"	9508
"fancies"	3	3	2	"fancies"	9509
"farewell"	3	3	3	"farewell"	9510
"fart"	3	3	3	"fart"	9511
"fascination"	3	3	3	"fascination"	9512
"fastidiously"	3	3	2	"fastidiously"	9513
"father.he"	3	3	2	"father.he"	9514
"fatter"	3	3	1	"fatter"	9515
"favourite"	3	2	1	"favourite"	9516
"fealty"	3	2	1	"fealty"	9517
"feared"	3	3	2	"feared"	9518
"featureless"	3	3	2	"featureless"	9519
"fee"	3	2	2	"fee"	9520
"feeds"	3	3	2	"feeds"	9521
"feet.she"	3	3	3	"feet.she"	9522
"felbridge"	3	1	1	"felbridge"	9523
"fellow's"	3	3	3	"fellow's"	9524
"fellows"	3	3	2	"fellows"	9525
"fellowship"	3	2	2	"fellowship"	9526
"fences"	3	3	2	"fences"	9527
"feral"	3	3	2	"feral"	9528
"ferry"	3	3	3	"ferry"	9529
"fifteenth"	3	3	2	"fifteenth"	9530
"fighting's"	3	3	2	"fighting's"	9531
"figurines"	3	2	1	"figurines"	9532
"filed"	3	3	2	"filed"	9533
"finches"	3	2	2	"finches"	9534
"firing"	3	3	2	"firing"	9535
"firstborn"	3	2	1	"firstborn"	9536
"firstly"	3	3	3	"firstly"	9537
"fitfully"	3	3	1	"fitfully"	9538
"fizzed"	3	3	2	"fizzed"	9539
"fizzy"	3	3	2	"fizzy"	9540
"flaccid"	3	3	1	"flaccid"	9541
"flaking"	3	3	3	"flaking"	9542
"flanked"	3	3	3	"flanked"	9543
"flavor"	3	3	3	"flavor"	9544
"fling"	3	3	3	"fling"	9545
"flints"	3	3	1	"flints"	9546
"flinty"	3	3	2	"flinty"	9547
"flood"	3	3	3	"flood"	9548
"flooding"	3	3	2	"flooding"	9549
"floor.the"	3	3	2	"floor.the"	9550
"floorboard"	3	1	1	"floorboard"	9551
"floral"	3	2	2	"floral"	9552
"flourish"	3	3	2	"flourish"	9553
"flown"	3	3	2	"flown"	9554
"fluids"	3	3	2	"fluids"	9555
"foe"	3	3	2	"foe"	9556
"fogs"	3	2	2	"fogs"	9557
"folk's"	3	1	1	"folk's"	9558
"foodstuffs"	3	3	2	"foodstuffs"	9559
"fools"	3	2	2	"fools"	9560
"footing"	3	3	2	"footing"	9561
"fop's"	3	1	1	"fop's"	9562
"forbidding"	3	3	2	"forbidding"	9563
"forearm"	3	3	3	"forearm"	9564
"foresaw"	3	3	2	"foresaw"	9565
"forge"	3	3	3	"forge"	9566
"forgettable"	3	2	2	"forgettable"	9567
"formally"	3	3	3	"formally"	9568
"formation"	3	3	3	"formation"	9569
"forwards"	3	3	3	"forwards"	9570
"franklin"	3	3	2	"franklin"	9571
"freak"	3	3	2	"freak"	9572
"freely"	3	3	3	"freely"	9573
"freeways"	3	2	1	"freeways"	9574
"frigate"	3	1	1	"frigate"	9575
"frightfully"	3	3	3	"frightfully"	9576
"frobishers"	3	2	1	"frobishers"	9577
"fronted"	3	3	2	"fronted"	9578
"fruits"	3	3	2	"fruits"	9579
"fry"	3	3	3	"fry"	9580
"frying"	3	3	3	"frying"	9581
"fuckers"	3	1	1	"fuckers"	9582
"fug"	3	3	2	"fug"	9583
"fugitive"	3	3	2	"fugitive"	9584
"fuliginous's"	3	2	1	"fuliginous's"	9585
"fumble"	3	3	3	"fumble"	9586
"fund"	3	3	2	"fund"	9587
"furnaces"	3	2	1	"furnaces"	9588
"fussy"	3	3	2	"fussy"	9589
"gabriel"	3	3	3	"gabriel"	9590
"gallon"	3	2	2	"gallon"	9591
"galveston"	3	1	1	"galveston"	9592
"gangplank"	3	2	1	"gangplank"	9593
"gateway"	3	3	3	"gateway"	9594
"gay"	3	2	2	"gay"	9595
"gee"	3	3	2	"gee"	9596
"generation"	3	3	2	"generation"	9597
"georgia"	3	1	1	"georgia"	9598
"german"	3	3	2	"german"	9599
"gertruda"	3	1	1	"gertruda"	9600
"gibbous"	3	1	1	"gibbous"	9601
"gigantic"	3	3	2	"gigantic"	9602
"giggles"	3	3	3	"giggles"	9603
"gilbert"	3	2	1	"gilbert"	9604
"gladstone"	3	2	2	"gladstone"	9605
"glaucous"	3	3	2	"glaucous"	9606
"glimmer"	3	3	3	"glimmer"	9607
"glimmers"	3	3	2	"glimmers"	9608
"glo"	3	3	2	"glo"	9609
"glowered"	3	3	3	"glowered"	9610
"glumly"	3	3	3	"glumly"	9611
"gnarled"	3	3	3	"gnarled"	9612
"goddamn"	3	3	2	"goddamn"	9613
"goldfinches"	3	2	1	"goldfinches"	9614
"gondola"	3	3	1	"gondola"	9615
"gone.the"	3	3	1	"gone.the"	9616
"goods"	3	3	2	"goods"	9617
"gosh"	3	3	2	"gosh"	9618
"goulash"	3	2	1	"goulash"	9619
"governess"	3	2	1	"governess"	9620
"grammar"	3	2	2	"grammar"	9621
"gramophone"	3	2	2	"gramophone"	9622
"grandmothers"	3	2	2	"grandmothers"	9623
"granny"	3	3	1	"granny"	9624
"graveyard.a"	3	3	1	"graveyard.a"	9625
"graveyard.silas"	3	2	1	"graveyard.silas"	9626
"graveyard.the"	3	3	1	"graveyard.the"	9627
"graveyards"	3	3	2	"graveyards"	9628
"graying"	3	3	2	"graying"	9629
"grayish"	3	3	2	"grayish"	9630
"grazed"	3	3	2	"grazed"	9631
"greensleeves"	3	2	2	"greensleeves"	9632
"greeny"	3	2	1	"greeny"	9633
"greg"	3	3	2	"greg"	9634
"grifter"	3	3	1	"grifter"	9635
"grimly"	3	3	3	"grimly"	9636
"grins"	3	3	2	"grins"	9637
"grizzel"	3	1	1	"grizzel"	9638
"groceries"	3	3	2	"groceries"	9639
"gross"	3	3	2	"gross"	9640
"grubs"	3	2	2	"grubs"	9641
"gruffly"	3	3	3	"gruffly"	9642
"grundledorfer"	3	2	1	"grundledorfer"	9643
"gryphons"	3	3	2	"gryphons"	9644
"guardroom"	3	1	1	"guardroom"	9645
"guffawed"	3	3	3	"guffawed"	9646
"guidebook"	3	2	2	"guidebook"	9647
"guiding"	3	3	3	"guiding"	9648
"guinness"	3	2	2	"guinness"	9649
"gulf"	3	3	3	"gulf"	9650
"gunpoint"	3	3	2	"gunpoint"	9651
"gunship"	3	2	1	"gunship"	9652
"gusty"	3	3	3	"gusty"	9653
"gutted"	3	2	2	"gutted"	9654
"gutteral"	3	1	1	"gutteral"	9655
"gutters"	3	3	2	"gutters"	9656
"gutting"	3	3	3	"gutting"	9657
"gwennie"	3	2	1	"gwennie"	9658
"hairline"	3	3	2	"hairline"	9659
"hallucination"	3	3	3	"hallucination"	9660
"haltingly"	3	3	3	"haltingly"	9661
"ham"	3	3	1	"ham"	9662
"hammered"	3	3	2	"hammered"	9663
"hammock"	3	1	1	"hammock"	9664
"hampstead"	3	2	2	"hampstead"	9665
"hand.she"	3	3	3	"hand.she"	9666
"hand.the"	3	3	2	"hand.the"	9667
"handcuffed"	3	3	3	"handcuffed"	9668
"handshake"	3	2	2	"handshake"	9669
"hangover"	3	2	2	"hangover"	9670
"hangs"	3	3	3	"hangs"	9671
"harassed"	3	3	1	"harassed"	9672
"hardness"	3	2	2	"hardness"	9673
"harmless"	3	3	2	"harmless"	9674
"hawaii"	3	3	2	"hawaii"	9675
"hazard"	3	3	1	"hazard"	9676
"head.the"	3	3	2	"head.the"	9677
"heaps"	3	3	3	"heaps"	9678
"heartbroken"	3	3	3	"heartbroken"	9679
"heartfelt"	3	3	3	"heartfelt"	9680
"heaters"	3	2	1	"heaters"	9681
"hedgehog"	3	2	2	"hedgehog"	9682
"hefty"	3	2	2	"hefty"	9683
"hegemonies"	3	1	1	"hegemonies"	9684
"hellish"	3	3	2	"hellish"	9685
"henning"	3	1	1	"henning"	9686
"her.her"	3	3	3	"her.her"	9687
"her.i"	3	3	2	"her.i"	9688
"herald"	3	3	2	"herald"	9689
"herbal"	3	2	2	"herbal"	9690
"heritage"	3	2	2	"heritage"	9691
"heroin"	3	3	2	"heroin"	9692
"hewn"	3	3	3	"hewn"	9693
"higglers"	3	2	1	"higglers"	9694
"highly"	3	3	3	"highly"	9695
"him.a"	3	2	2	"him.a"	9696
"him.she"	3	2	2	"him.she"	9697
"hindu"	3	2	1	"hindu"	9698
"hinting"	3	2	2	"hinting"	9699
"historians"	3	2	1	"historians"	9700
"hm"	3	3	2	"hm"	9701
"hoarse"	3	3	2	"hoarse"	9702
"hoarsely"	3	3	2	"hoarsely"	9703
"holly"	3	3	3	"holly"	9704
"home.she"	3	3	1	"home.she"	9705
"homesick"	3	3	3	"homesick"	9706
"homesickness"	3	2	2	"homesickness"	9707
"honking"	3	2	2	"honking"	9708
"hoots"	3	3	2	"hoots"	9709
"hopelessly"	3	3	2	"hopelessly"	9710
"horde"	3	3	2	"horde"	9711
"horned"	3	2	2	"horned"	9712
"horse's"	3	3	2	"horse's"	9713
"hostess"	3	2	2	"hostess"	9714
"house.she"	3	3	3	"house.she"	9715
"household"	3	3	3	"household"	9716
"housing"	3	2	2	"housing"	9717
"hovers"	3	3	3	"hovers"	9718
"huddle"	3	3	3	"huddle"	9719
"huginn"	3	2	1	"huginn"	9720
"hugs"	3	2	2	"hugs"	9721
"hums"	3	3	3	"hums"	9722
"hungrier"	3	3	3	"hungrier"	9723
"hunter.richard"	3	2	1	"hunter.richard"	9724
"hustler"	3	2	1	"hustler"	9725
"huts"	3	3	2	"huts"	9726
"hyena"	3	2	2	"hyena"	9727
"hymn"	3	3	3	"hymn"	9728
"iceland"	3	1	1	"iceland"	9729
"icicle"	3	2	2	"icicle"	9730
"icing"	3	3	2	"icing"	9731
"icky"	3	3	2	"icky"	9732
"ifrit's"	3	1	1	"ifrit's"	9733
"ignition"	3	3	2	"ignition"	9734
"ignorance"	3	3	2	"ignorance"	9735
"ignorant"	3	2	2	"ignorant"	9736
"illustrated"	3	3	3	"illustrated"	9737
"illustrations"	3	2	1	"illustrations"	9738
"imitation"	3	3	3	"imitation"	9739
"immobile"	3	3	3	"immobile"	9740
"impact"	3	2	1	"impact"	9741
"imperious"	3	3	3	"imperious"	9742
"implements"	3	3	3	"implements"	9743
"implore"	3	3	3	"implore"	9744
"in.the"	3	3	3	"in.the"	9745
"incense"	3	2	2	"incense"	9746
"incision"	3	2	2	"incision"	9747
"include"	3	3	2	"include"	9748
"incompetence"	3	3	2	"incompetence"	9749
"increasing"	3	3	3	"increasing"	9750
"incredible"	3	3	2	"incredible"	9751
"indenture"	3	1	1	"indenture"	9752
"indeterminate"	3	3	3	"indeterminate"	9753
"indiana"	3	2	2	"indiana"	9754
"indistinct"	3	3	3	"indistinct"	9755
"individually"	3	3	3	"individually"	9756
"indoors"	3	3	2	"indoors"	9757
"inevitably"	3	3	3	"inevitably"	9758
"infectious"	3	3	2	"infectious"	9759
"infirmary"	3	3	2	"infirmary"	9760
"infrequently"	3	3	3	"infrequently"	9761
"infuriating"	3	3	3	"infuriating"	9762
"ingratitude"	3	3	3	"ingratitude"	9763
"ingredients"	3	3	2	"ingredients"	9764
"inhabit"	3	3	3	"inhabit"	9765
"injuries"	3	3	3	"injuries"	9766
"inkwell"	3	2	2	"inkwell"	9767
"inky"	3	1	1	"inky"	9768
"innocently"	3	3	2	"innocently"	9769
"innumerable"	3	3	2	"innumerable"	9770
"inquiries"	3	3	3	"inquiries"	9771
"inquisitive"	3	3	2	"inquisitive"	9772
"insane"	3	3	3	"insane"	9773
"insignificant"	3	3	3	"insignificant"	9774
"insinuating"	3	3	3	"insinuating"	9775
"inspiration"	3	2	2	"inspiration"	9776
"instinct"	3	3	2	"instinct"	9777
"insulated"	3	3	1	"insulated"	9778
"insults"	3	2	2	"insults"	9779
"intangibles"	3	3	1	"intangibles"	9780
"intend"	3	3	3	"intend"	9781
"intentionally"	3	3	3	"intentionally"	9782
"interrupting"	3	3	3	"interrupting"	9783
"intersection"	3	3	3	"intersection"	9784
"intoned"	3	2	2	"intoned"	9785
"introductions"	3	2	2	"introductions"	9786
"invade"	3	3	3	"invade"	9787
"inventor"	3	2	1	"inventor"	9788
"investigation"	3	3	3	"investigation"	9789
"invitingly"	3	3	3	"invitingly"	9790
"invoke"	3	3	3	"invoke"	9791
"involves"	3	3	3	"involves"	9792
"inward"	3	3	2	"inward"	9793
"irises"	3	3	1	"irises"	9794
"irishman"	3	3	2	"irishman"	9795
"irrevocably"	3	3	2	"irrevocably"	9796
"irritable"	3	3	3	"irritable"	9797
"island's"	3	2	1	"island's"	9798
"issue"	3	3	1	"issue"	9799
"it.her"	3	3	2	"it.her"	9800
"it.mrs"	3	3	2	"it.mrs"	9801
"it.there"	3	3	3	"it.there"	9802
"it.when"	3	3	3	"it.when"	9803
"italy"	3	1	1	"italy"	9804
"item"	3	3	3	"item"	9805
"jade"	3	3	3	"jade"	9806
"jameson"	3	1	1	"jameson"	9807
"jammed"	3	3	2	"jammed"	9808
"jealous"	3	2	2	"jealous"	9809
"jeep"	3	3	1	"jeep"	9810
"jeff"	3	2	2	"jeff"	9811
"jessie"	3	3	2	"jessie"	9812
"jeweled"	3	2	2	"jeweled"	9813
"jewish"	3	3	2	"jewish"	9814
"jinn"	3	1	1	"jinn"	9815
"joel"	3	2	2	"joel"	9816
"jogged"	3	3	3	"jogged"	9817
"johnson"	3	3	3	"johnson"	9818
"johnsons"	3	1	1	"johnsons"	9819
"joining"	3	3	2	"joining"	9820
"joints"	3	2	2	"joints"	9821
"journalists"	3	2	2	"journalists"	9822
"joyous"	3	3	3	"joyous"	9823
"judaism"	3	2	1	"judaism"	9824
"juddery"	3	1	1	"juddery"	9825
"judges"	3	3	3	"judges"	9826
"judging"	3	3	2	"judging"	9827
"judgment"	3	3	2	"judgment"	9828
"jumble"	3	3	3	"jumble"	9829
"jumper"	3	3	2	"jumper"	9830
"jungles"	3	3	3	"jungles"	9831
"junkie"	3	1	1	"junkie"	9832
"kali"	3	2	1	"kali"	9833
"kennedy"	3	3	1	"kennedy"	9834
"keyring"	3	1	1	"keyring"	9835
"kidnapping"	3	3	2	"kidnapping"	9836
"kindled"	3	3	3	"kindled"	9837
"kinky"	3	2	2	"kinky"	9838
"kneading"	3	2	2	"kneading"	9839
"kneel"	3	3	2	"kneel"	9840
"knights"	3	2	2	"knights"	9841
"knightsbridge"	3	3	1	"knightsbridge"	9842
"knockers"	3	1	1	"knockers"	9843
"knocks"	3	3	2	"knocks"	9844
"knopf"	3	1	1	"knopf"	9845
"kobold"	3	1	1	"kobold"	9846
"l"	3	3	3	"l"	9847
"laboring"	3	3	3	"laboring"	9848
"laboriously"	3	2	2	"laboriously"	9849
"lacked"	3	2	2	"lacked"	9850
"lakota"	3	1	1	"lakota"	9851
"landlady"	3	1	1	"landlady"	9852
"lapd"	3	1	1	"lapd"	9853
"laser"	3	2	2	"laser"	9854
"lashes"	3	3	2	"lashes"	9855
"launch"	3	3	2	"launch"	9856
"laurels"	3	1	1	"laurels"	9857
"laveau"	3	1	1	"laveau"	9858
"lawrence"	3	3	1	"lawrence"	9859
"laws"	3	3	3	"laws"	9860
"lawyers"	3	3	2	"lawyers"	9861
"lays"	3	3	2	"lays"	9862
"leader"	3	3	2	"leader"	9863
"leaner"	3	3	2	"leaner"	9864
"lear's"	3	2	1	"lear's"	9865
"leatherbound"	3	3	2	"leatherbound"	9866
"lecturing"	3	3	3	"lecturing"	9867
"leftovers"	3	2	1	"leftovers"	9868
"leggings"	3	3	3	"leggings"	9869
"lemmi"	3	2	1	"lemmi"	9870
"lending"	3	3	3	"lending"	9871
"lengths"	3	3	3	"lengths"	9872
"lent"	3	3	3	"lent"	9873
"lever"	3	2	2	"lever"	9874
"liberals"	3	1	1	"liberals"	9875
"libraries"	3	2	2	"libraries"	9876
"likewise"	3	3	2	"likewise"	9877
"limbus"	3	1	1	"limbus"	9878
"limeade"	3	1	1	"limeade"	9879
"limit"	3	3	3	"limit"	9880
"limply"	3	3	2	"limply"	9881
"link"	3	2	2	"link"	9882
"links"	3	3	1	"links"	9883
"liquids"	3	3	3	"liquids"	9884
"litany"	3	3	3	"litany"	9885
"literature"	3	3	2	"literature"	9886
"litter"	3	2	2	"litter"	9887
"livid"	3	3	2	"livid"	9888
"livingstone's"	3	3	1	"livingstone's"	9889
"lloyd"	3	2	2	"lloyd"	9890
"loa"	3	2	1	"loa"	9891
"load"	3	3	3	"load"	9892
"loading"	3	3	1	"loading"	9893
"loaves"	3	3	3	"loaves"	9894
"locate"	3	3	3	"locate"	9895
"located"	3	2	2	"located"	9896
"lodger"	3	2	2	"lodger"	9897
"lodging"	3	2	1	"lodging"	9898
"longing"	3	3	2	"longing"	9899
"looping"	3	3	3	"looping"	9900
"loot"	3	2	2	"loot"	9901
"loping"	3	3	2	"loping"	9902
"lord's"	3	3	3	"lord's"	9903
"lorry"	3	3	2	"lorry"	9904
"loser"	3	3	3	"loser"	9905
"loses"	3	3	3	"loses"	9906
"loudest"	3	3	3	"loudest"	9907
"loudspeaker"	3	3	1	"loudspeaker"	9908
"love's"	3	2	2	"love's"	9909
"loveless"	3	3	3	"loveless"	9910
"loveliness"	3	2	2	"loveliness"	9911
"lovey"	3	2	2	"lovey"	9912
"lovingly"	3	3	2	"lovingly"	9913
"luckily"	3	3	3	"luckily"	9914
"lud"	3	2	2	"lud"	9915
"ludicrous"	3	1	1	"ludicrous"	9916
"lull"	3	3	2	"lull"	9917
"luminous"	3	3	3	"luminous"	9918
"lurking"	3	3	3	"lurking"	9919
"luxuriantly"	3	3	3	"luxuriantly"	9920
"mac"	3	3	1	"mac"	9921
"macabre"	3	2	2	"macabre"	9922
"magicians"	3	3	2	"magicians"	9923
"magics"	3	3	2	"magics"	9924
"mahogany"	3	3	2	"mahogany"	9925
"maison"	3	2	2	"maison"	9926
"malls"	3	2	2	"malls"	9927
"man.he"	3	3	2	"man.he"	9928
"management"	3	3	2	"management"	9929
"mankind"	3	2	1	"mankind"	9930
"mansfield"	3	2	1	"mansfield"	9931
"mansons"	3	1	1	"mansons"	9932
"manual"	3	3	3	"manual"	9933
"marches"	3	2	2	"marches"	9934
"mare"	3	2	1	"mare"	9935
"marshland"	3	3	2	"marshland"	9936
"mart"	3	3	2	"mart"	9937
"martens"	3	2	2	"martens"	9938
"marvelling"	3	2	2	"marvelling"	9939
"mashed"	3	3	2	"mashed"	9940
"masonic"	3	3	2	"masonic"	9941
"massacre"	3	2	1	"massacre"	9942
"mattresses"	3	2	2	"mattresses"	9943
"maude"	3	3	1	"maude"	9944
"mayonnaise"	3	3	3	"mayonnaise"	9945
"mckinnon"	3	1	1	"mckinnon"	9946
"md's"	3	2	1	"md's"	9947
"me.he"	3	3	2	"me.he"	9948
"me.the"	3	2	1	"me.the"	9949
"meandered"	3	3	3	"meandered"	9950
"meaner"	3	3	2	"meaner"	9951
"meaningless"	3	3	2	"meaningless"	9952
"meatloaf"	3	2	2	"meatloaf"	9953
"mechanics"	3	3	2	"mechanics"	9954
"medals"	3	2	2	"medals"	9955
"meddling"	3	3	3	"meddling"	9956
"medicine"	3	3	1	"medicine"	9957
"medieval"	3	3	2	"medieval"	9958
"meditatively"	3	3	2	"meditatively"	9959
"melancholy"	3	2	1	"melancholy"	9960
"mell"	3	3	3	"mell"	9961
"melodic"	3	3	2	"melodic"	9962
"menace"	3	3	2	"menace"	9963
"mend"	3	2	2	"mend"	9964
"merchandise"	3	3	2	"merchandise"	9965
"messire"	3	1	1	"messire"	9966
"metaphorically"	3	3	3	"metaphorically"	9967
"method"	3	3	2	"method"	9968
"methodically"	3	3	3	"methodically"	9969
"mew"	3	2	2	"mew"	9970
"mewed"	3	2	2	"mewed"	9971
"mewl"	3	3	2	"mewl"	9972
"mews"	3	3	2	"mews"	9973
"miasma"	3	2	2	"miasma"	9974
"microwave"	3	1	1	"microwave"	9975
"midriff"	3	3	2	"midriff"	9976
"mikado"	3	1	1	"mikado"	9977
"mildew"	3	3	3	"mildew"	9978
"mildewed"	3	3	2	"mildewed"	9979
"miller's"	3	3	3	"miller's"	9980
"mills"	3	1	1	"mills"	9981
"milwaukee"	3	2	1	"milwaukee"	9982
"mimed"	3	3	2	"mimed"	9983
"mimes"	3	2	2	"mimes"	9984
"mindless"	3	3	2	"mindless"	9985
"ming"	3	2	1	"ming"	9986
"mirth"	3	3	3	"mirth"	9987
"miserably"	3	3	1	"miserably"	9988
"mistaking"	3	3	2	"mistaking"	9989
"misunderstood"	3	2	2	"misunderstood"	9990
"mite"	3	3	3	"mite"	9991
"mithras"	3	1	1	"mithras"	9992
"mjollnir"	3	3	1	"mjollnir"	9993
"moan"	3	3	3	"moan"	9994
"mochaccino"	3	1	1	"mochaccino"	9995
"modest"	3	3	3	"modest"	9996
"moistening"	3	3	3	"moistening"	9997
"moldering"	3	3	2	"moldering"	9998
"mollified"	3	3	2	"mollified"	9999
"mondays"	3	2	1	"mondays"	10000
"mongoose"	3	3	2	"mongoose"	10001
"monitor"	3	3	3	"monitor"	10002
"monotony"	3	3	2	"monotony"	10003
"monster's"	3	2	2	"monster's"	10004
"mooning"	3	3	3	"mooning"	10005
"moonlit"	3	3	3	"moonlit"	10006
"moorcock's"	3	2	1	"moorcock's"	10007
"moored"	3	3	2	"moored"	10008
"mopped"	3	3	3	"mopped"	10009
"more.i"	3	3	1	"more.i"	10010
"morning.the"	3	3	3	"morning.the"	10011
"morningside"	3	3	1	"morningside"	10012
"morrigan"	3	2	1	"morrigan"	10013
"mortality"	3	2	2	"mortality"	10014
"mortification"	3	2	1	"mortification"	10015
"morwanneg"	3	1	1	"morwanneg"	10016
"moscow"	3	3	3	"moscow"	10017
"mosquito"	3	3	3	"mosquito"	10018
"moth"	3	3	3	"moth"	10019
"mothballs"	3	3	2	"mothballs"	10020
"mother.coraline"	3	3	1	"mother.coraline"	10021
"moue"	3	3	2	"moue"	10022
"mounds"	3	3	3	"mounds"	10023
"mountaintops"	3	3	3	"mountaintops"	10024
"mounts"	3	1	1	"mounts"	10025
"mournfully"	3	3	2	"mournfully"	10026
"mouse's"	3	2	2	"mouse's"	10027
"mouthing"	3	2	2	"mouthing"	10028
"ms"	3	2	1	"ms"	10029
"mumble"	3	2	2	"mumble"	10030
"muninn"	3	2	1	"muninn"	10031
"muscat"	3	1	1	"muscat"	10032
"mused"	3	3	2	"mused"	10033
"mushrumps"	3	1	1	"mushrumps"	10034
"mutant"	3	2	1	"mutant"	10035
"mutters"	3	3	2	"mutters"	10036
"mutton"	3	2	1	"mutton"	10037
"myriad"	3	3	2	"myriad"	10038
"myths"	3	3	2	"myths"	10039
"name.he"	3	3	2	"name.he"	10040
"narcissi"	3	1	1	"narcissi"	10041
"natalie's"	3	2	2	"natalie's"	10042
"nation"	3	3	2	"nation"	10043
"nations"	3	2	2	"nations"	10044
"natives"	3	3	2	"natives"	10045
"nausea"	3	2	2	"nausea"	10046
"nay"	3	3	3	"nay"	10047
"nebraska"	3	3	2	"nebraska"	10048
"neck.the"	3	3	3	"neck.the"	10049
"necklaces"	3	3	1	"necklaces"	10050
"negotiating"	3	3	2	"negotiating"	10051
"neighbors"	3	3	3	"neighbors"	10052
"nelson"	3	3	2	"nelson"	10053
"nerve"	3	3	2	"nerve"	10054
"nests"	3	3	3	"nests"	10055
"newborn"	3	3	3	"newborn"	10056
"newcomers"	3	3	3	"newcomers"	10057
"newfound"	3	3	3	"newfound"	10058
"newton"	3	3	1	"newton"	10059
"nibbling"	3	3	2	"nibbling"	10060
"nick's"	3	1	1	"nick's"	10061
"nicotine"	3	3	1	"nicotine"	10062
"night.it"	3	3	3	"night.it"	10063
"nightclub"	3	3	2	"nightclub"	10064
"nightingale"	3	2	2	"nightingale"	10065
"nightmarish"	3	3	3	"nightmarish"	10066
"nineteen.and"	3	1	1	"nineteen.and"	10067
"nineteen.i"	3	1	1	"nineteen.i"	10068
"ninny"	3	3	2	"ninny"	10069
"nite"	3	2	2	"nite"	10070
"nodded.he"	3	3	3	"nodded.he"	10071
"nodded.the"	3	3	3	"nodded.the"	10072
"nonspecific"	3	1	1	"nonspecific"	10073
"northlands"	3	2	2	"northlands"	10074
"northwoods"	3	3	1	"northwoods"	10075
"nothing.the"	3	3	2	"nothing.the"	10076
"nothingness"	3	2	2	"nothingness"	10077
"notices"	3	3	2	"notices"	10078
"notion"	3	3	3	"notion"	10079
"nottaway"	3	1	1	"nottaway"	10080
"notting"	3	2	2	"notting"	10081
"noun"	3	2	2	"noun"	10082
"nova"	3	3	1	"nova"	10083
"nude"	3	2	1	"nude"	10084
"nudging"	3	3	3	"nudging"	10085
"nuh"	3	2	2	"nuh"	10086
"numerous"	3	3	2	"numerous"	10087
"nutmeg"	3	3	3	"nutmeg"	10088
"oaf"	3	3	2	"oaf"	10089
"oats"	3	2	1	"oats"	10090
"obscene"	3	3	3	"obscene"	10091
"occupant"	3	3	3	"occupant"	10092
"occurring"	3	3	3	"occurring"	10093
"odd.the"	3	3	1	"odd.the"	10094
"odd.there"	3	3	2	"odd.there"	10095
"odeon"	3	2	2	"odeon"	10096
"offal"	3	3	3	"offal"	10097
"offers"	3	3	2	"offers"	10098
